LOCCODE,TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,PREK_SEATS,3K_SEATS,EL_SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR,DYNAMIC
20Z094,PKC,K,District 20 Pre-K Center at 2165 71st Street,,718-234-4900,2165 71st Street,11204,1,90,,,988183,161874,jgiorgio@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,3,20Z094,info,8:20:00 AM,0,0,0,0,0,0,,
20Z099,PKC,K,District 20 Pre-K Center at 550 59th Street,,718-238-7760,550 59th Street,11220,1,162,,,980240,172222,CCoscia@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,3,20Z099,info,8:20:00 AM,0,0,0,0,0,0,,
20Z112,PKC,K,District 20 Pre-K Center at 1423 62nd Street,,929-437-5554,1423 62nd Street,11219,1,324,,,985158,167308,EDeange@schools.nyc.gov,https://www.District20PreK.org,2,3,20Z112,info,8:20:00 AM,0,0,0,0,0,0,,
21K090,DOE,K,P.S. 90 Edna Cohen School,,718-787-3333,2840 West 12th Street,11224,1,90,,,989819,149880,ghawkins@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k090,3,3,21K090,info,8:00:00 AM,1,0,0,0,0,0,,
21K095,DOE,K,P.S. 95 The Gravesend,,718-449-5050,345 Van Sicklen Street,11223,1,18,,,991224,156323,JNdzibah@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k095,2,3,21K095,info,8:00:00 AM,0,0,0,0,0,0,,
21K099,DOE,K,P.S. 99 Isaac Asimov,,718-338-9201,1120 East 10th Street,11230,1,36,,,993722,165704,gpirrag@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k099,2,1,21K099,info,8:00:00 AM,0,0,0,0,0,0,,
21K100,DOE,K,P.S. 100 The Coney Island School,,718-382-2760,2951 West 3rd Street,11224,1,54,,,992317,149702,CSpagnolo3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k100,2,3,21K100,info,8:00:00 AM,1,0,0,0,0,0,,
21K153,DOE,K,P.S. 153 Homecrest,,718-375-4484,1970 Homecrest Avenue,11229,1,72,,,995364,158309,CSanta@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k153,2,3,21K153,info,8:00:00 AM,0,0,0,0,0,0,,
21K177,DOE,K,P.S. 177 The Marlboro,,718-375-9506,346 Avenue P,11204,1,72,,,991336,160937,scaleca@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k177,3,3,21K177,info,8:00:00 AM,0,0,0,0,0,0,,
21K188,DOE,K,P.S. 188 Michael E. Berdy,,718-265-7580,3314 Neptune Avenue,11224,1,36,,,984106,149472,ftudda@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k188,3,3,21K188,info,8:15:00 AM,1,1,0,0,0,0,,
21K199,DOE,K,P.S. 199 Frederick Wachtel,,718-339-1422,1100 Elm Avenue,11230,1,36,,,994497,163891,RBacarella@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k199,2,3,21K199,info,8:10:00 AM,0,0,0,0,0,0,,
21K209,DOE,K,P.S. 209 Margaret Mead,,718-743-1954,2609 East 7th Street,11235,1,36,,,994897,153044,flocurc@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k209,2,3,21K209,info,8:20:00 AM,0,1,0,0,0,0,,
21K212,DOE,K,P.S. 212 Lady Deborah Moody,,718-266-4841,87 Bay 49th Street,11214,1,54,,,988250,153341,rhorne@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k212,2,3,21K212,info,8:00:00 AM,0,0,0,0,0,0,,
21K215,DOE,K,P.S. 215 Morris H. Weiss,,718-339-2464,415 Avenue S,11223,1,54,,,992559,158723,ABove@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k215,2,3,21K215,info,8:00:00 AM,0,1,0,0,0,0,,
21K216,DOE,K,P.S. 216 Arturo Toscanini,,718-645-2862,350 Avenue X,11223,1,108,,,992663,154348,DNeglia@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k216,2,3,21K216,info,8:00:00 AM,0,0,0,0,0,0,,
21K225,DOE,K,P.S. 225 - The Eileen E. Zaglin,,718-743-9793,1075 Ocean View Avenue,11235,1,54,,,996443,150554,MCosmai@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k225,3,2,21K225,info,8:00:00 AM,0,0,0,0,0,0,,
21K226,DOE,K,P.S. 226 Alfred De B. Mason,,718-234-4940,6006 23rd Avenue,11204,1,54,,,990693,163416,Eklein9@schools.nyc.gov,https://psis226.com,2,7,21K226,info,8:00:00 AM,0,0,0,0,0,0,,
21K238,DOE,K,P.S. 238 Anne Sullivan,,718-339-4355,1633 East 8th Street,11223,1,90,,,994024,161069,hmusoff@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k238,3,3,21K238,info,8:00:00 AM,0,0,0,0,0,0,,
21K253,DOE,K,P.S. 253,,718-332-3331,601 Oceanview Avenue,11235,1,36,,,994847,150547,Lsperon@schools.nyc.gov,https://ps253.org,2,3,21K253,info,8:00:00 AM,1,0,0,0,0,0,,
21K288,DOE,K,P.S. 288 The Shirley Tanyhill,,718-382-2100,2950 West 25th Street,11224,1,36,,,986399,148501,QDixon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k288,2,3,21K288,info,8:00:00 AM,0,0,0,0,0,0,,
21K329,DOE,K,P.S. 329 Surfside,,718-787-3460,2929 West 30th Street,11224,1,48,,,985385,148644,SMarbury@schools.nyc.gov,https://ps329.schoolwires.com,2,7,21K329,info,8:20:00 AM,0,0,0,0,0,0,,
21KABE,NYCEEC,K,Bais Yaakov D'Chassidei Gur,,718-338-5600,1975 51st Street,11204,2,36,,,990426,166877,esmith@thejnet.com,,5,9,21KABE,info,9:00:00 AM,0,0,217,1,0,0,,
21KABN,NYCEEC,K,Barkai Yeshivah,,718-998-7473,5302 21st Avenue,11204,3,40,,,990677,165898,dchalom@barkaionline.org,https://Barkaiyeshivah.org,5,9,21KABN,info,9:00:00 AM,0,0,0,0,0,0,,
21KACI,NYCEEC,K,Bambi Day Care,,718-645-7010,1981 Homecrest Avenue,11229,1,60,,,995495,158326,info@bambiacademy.com,https://bambidaycarecenter.com,3,3,21KACI,info,8:30:00 AM,1,1,208,0,0,0,,
21KAFZ,NYCEEC,K,Hidec,,718-377-7507,1401 Avenue I,11230,1,48,,,994623,167956,hidec@verizon.net,,2,3,21KAFZ,info,8:30:00 AM,0,0,0,1,0,0,,
21KAJE,NYCEEC,K,St. Athanasius School,,718-236-4791,6120 Bay Parkway,11204,1,60,,,989910,163686,dianecompetello@gmail.com,https://www.stathanasiusacademy.org,7,3,21KAJE,info,8:30:00 AM,0,0,0,0,0,0,,
21KAKI,NYCEEC,K,St. Peter Catholic Academy,,718-372-0025,8401 23rd Avenue,11214,1,72,,,986936,158403,ctrevellian@stpeteracademy-brooklyn.org,https://stpeteracademy-brooklyn.org,3,9,21KAKI,info,8:30:00 AM,1,1,0,0,0,0,,
21KALT,NYCEEC,K,The Cheder,,718-252-6333,129 Elmwood Avenue,11230,1,40,,,991104,167799,cheder_upk@netzero.net,,3,3,21KALT,info,8:25:00 AM,0,0,217,1,0,0,,
21KAOP,NYCEEC,K,Yeshivah of Flatbush,,718-377-4040,919 East 10th Street,11230,3,110,,,993607,167603,agellman@flatbush.org,,5,9,21KAOP,info,9:30:00 AM,0,0,0,1,0,0,,
21KAOV,NYCEEC,K,Yeshiva Ohr Shraga,,718-252-7777,1102 Avenue L,11230,3,18,,,994283,165055,generaloffice@ohrshraga.org,https://ohrshraga.org,5,9,21KAOV,info,,0,0,0,0,0,0,,
21KATZ,NYCEEC,K,Neptune Avenue Head Start,,718-332-8524,293 Neptune Avenue,11235,1,110,,79,994173,151073,neptune293@gmail.com,,3,3,21KATZ,info,9:00:00 AM,0,0,0,0,0,1,,
21KAUK,NYCEEC,K,NYL/WOC Midwood,,718-382-1060,1520 East 13th Street,11230,1,16,,,995048,162397,jessica.molina@yai.org,https://yai.org/agencies/nyl,5,3,21KAUK,info,8:45:00 AM,0,0,209,0,1,0,,
21KAYF,NYCEEC,K,PAL La Puerta Abierta,,718-373-1100,3001 West 37th Street,11224,1,25,,34,987545,149559,rbhattacharjee@palnyc.org,https://palnyc.org,3,3,21KAYF,info,8:00:00 AM,1,1,0,0,0,1,,
21KBAW,NYCEEC,K,Bet Yaakov Ohr Sarah,,718-627-8758,1123 Avenue N,11230,1,20,,,994613,163502,tsena@orotsarah.com,,5,9,21KBAW,info,9:00:00 AM,0,1,0,1,0,0,,
21KBAY,NYCEEC,K,Bet Yaakov Ateret Torah,,718-732-7770,2166 Coney Island Avenue,11223,3,40,,,994746,159360,psoffice@ateret.net,,8,3,21KBAY,info,9:30:00 AM,1,1,0,0,0,0,,
21KBBE,NYCEEC,K,PAL Carey gardens,,718-372-4044,2964 West 23rd Street,11224,1,20,,19,987018,148546,kchase@palnyc.org,https://palnyc.org,3,7,21KBBE,info,9:30:00 AM,1,1,0,0,0,1,,
21KBCJ,NYCEEC,K,Mazel Day School,,718-368-4490,2901 Brighton 6th Street,11235,1,26,,,994587,151048,mazeloffice@gmail.com,https://mazeldayschool.com,3,9,21KBCJ,info,,1,1,0,0,0,0,,
21KBQE,NYCEEC,K,Buratino International Day Care,,718-368-2113,2962 Brighton 1st Street,11235,1,36,,,993473,150264,svetauchetel@yahoo.com,https://buratinodaycare.com,2,7,21KBQE,info,8:00:00 AM,1,1,208,0,0,0,,
21KBQF,NYCEEC,K,Cinderella Day Care,,718-743-1841,130 Brighton 11th Street,11235,1,18,,,995871,150512,cinderelladcc@optonline.com,https://cinderelladaycare.com,3,7,21KBQF,info,8:30:00 AM,1,1,208,0,0,0,,
21KBQG,NYCEEC,K,M.S. Sunshine Day Care Center,,718-648-8786,3096 Brighton 6th Street,11235,1,35,,,994935,149503,mila2005yu@yahoo.com,,3,7,21KBQG,info,8:00:00 AM,1,1,208,0,0,0,,
21KBQH,NYCEEC,K,Magen David Yeshivah,,718-676-0215,2170 McDonald Avenue,11223,3,100,,,991725,157710,Spaikin@MDYschool.org,https://http://www.magendavidyeshivah.org/,7,9,21KBQH,info,9:30:00 AM,0,0,0,0,0,0,,
21KBQI,NYCEEC,K,"Red Hat Day Care Center, Inc.",,718-336-1480,1317 East 15th Street,11230,1,33,,,995420,164264,daycareredhat@yahoo.com,https://redhatdaycare.com,3,7,21KBQI,info,8:30:00 AM,1,1,208,0,0,0,,
21KBQK,NYCEEC,K,Sephardic Community Center,,718-627-4300,1901 Ocean Parkway,11223,3,17,,,993771,158685,Jdkatz@scclive.org,,5,9,21KBQK,info,9:00:00 AM,0,0,0,0,0,0,,
21KBQL,NYCEEC,K,Shorefront YM-YWHA,,718-646-1444,3300 Coney Island Avenue,11235,1,54,,,995417,148981,kirilko@shorefronty.org,https://shorefronty.org,3,3,21KBQL,info,8:30:00 AM,1,1,208,0,0,0,,
21KBQN,NYCEEC,K,Friends of Crown Heights 6,,718-372-8189,49 Avenue W,11223,1,20,,34,989171,154925,torres@foch.biz,,3,7,21KBQN,info,8:00:00 AM,0,0,0,1,0,1,,
21KBQP,NYCEEC,K,Shore Parkway Head Start,,718-265-2359,8885 26th Avenue,11214,1,34,,29,986901,154500,sparkway8885@gmail.com,,5,9,21KBQP,info,8:00:00 AM,1,1,0,0,0,1,,
21KBUR,NYCEEC,K,Znayka Daycare Center,,718-333-3401,228 Avenue U,11223,2,20,,,990965,156666,znaykaony@aol.com,https://daycarecenteronu.com,2,3,21KBUR,info,8:30:00 AM,1,1,0,0,0,0,,
21KBVO,NYCEEC,K,"Yeled V'Yalda ECC, Inc.",,718-732-7770,2166 Coney Island Avenue,11223,3,40,,,994805,159373,cbuchman@yeled.org,https://yeled.org,5,9,21KBVO,info,9:30:00 AM,0,0,0,1,0,1,,
21KBWG,NYCEEC,K,Life - Coney Island,,718-942-4494,2757 West 33rd Street,11224,1,28,,26,984471,149969,mjordan@lifetech.org,https://lifetech.org,3,7,21KBWG,info,8:00:00 AM,0,0,0,1,0,1,,
21KBWQ,NYCEEC,K,Family Head Start Coney Island,,718-265-7760,2960 West 27th Street,11224,1,47,,37,986177,148311,west27street@gmail.com,,3,3,21KBWQ,info,9:00:00 AM,1,0,0,0,0,1,,
21KBXU,NYCEEC,K,Yeled V� Yalda,,718-514-8928,1200 Ocean Parkway,11230,3,12,,,992520,164995,fbomrind@yeled.org,https://yeled.org,5,9,21KBXU,info,9:30:00 AM,0,0,0,1,0,1,,
21KBYC,NYCEEC,K,YWCA-NYC Roberta Bright Early Learning Center,,718-266-5333,3001 West 37th Street,11224,1,31,,15,983635,147991,mbittrolff@ywcanyc.org,,3,7,21KBYC,info,,0,0,0,0,0,1,,
21KCBJ,NYCEEC,K,Congregation Yeshiva Bnei Torah,,718-475-1200,1571 55th Street,11219,1,17,,,989293,165298,bneitorahupk@gmail.com,,3,9,21KCBJ,info,9:00:00 AM,1,1,0,1,0,0,,
21KCBR,NYCEEC,K,Yeshivat Darche Eres,,718-645-1256,49 Avenue T,11223,2,80,,,988930,157302,Adouek@ydeschool.org,,5,9,21KCBR,info,9:30:00 AM,0,1,0,1,0,0,,
21KCDM,NYCEEC,K,Butterfly Day Care Center,,718-646-6272,2770 East 16th Street,11235,1,20,,,997337,152095,sgontchar@yahoo.com,https://butterflydaycarecenter.com,2,7,21KCDM,info,8:00:00 AM,1,1,0,0,0,0,,
21KCED,NYCEEC,K,Sunshine Center of Coney Island,,718-996-7200,2929 West 31st Street,11224,4,18,,,985130,148137,patricia@sunshinenewyork.com,https://sunshinenewyork.com,3,7,21KCED,info,8:00:00 AM,1,1,0,1,0,0,,
21KCGT,NYCEEC,K,Gold Material Montessori School,,718-253-2552,105 Kings Highway,11214,1,40,,,987606,160196,maksim@goldmaterial.com,https://montessorischoolnyc.com,2,9,21KCGT,info,8:00:00 AM,0,1,0,0,0,0,,
21KCHX,NYCEEC,K,Dezzenterprise LLC,,917-207-2438,3524 Neptune Avenue,11224,1,12,,,983726,149443,info@dezzenterprise.com,https://www.dezzenterprise.com,3,9,21KCHX,info,8:00:00 AM,0,0,0,0,0,0,,
21KCIX,NYCEEC,K,IP Kids,,718-621-7818,2631 86th Street,11223,1,76,,,988589,156579,james.lee@ipkids.com,https://ipkids.com,2,3,21KCIX,info,9:00:00 AM,0,0,0,0,0,0,,
21KCIY,NYCEEC,K,"Ronomoza, Inc. / The Learning Experience",,718-627-7340,412 Kings Highway,11223,1,36,,,991295,159431,brooklyn@tlecorp.com,https://brooklyn.tlechildcare.com,3,3,21KCIY,info,8:00:00 AM,1,1,0,0,0,0,,
21KCJM,NYCEEC,K,"Circle, Triangle, Square Daycare, Inc.",,718-373-2234,2720 86th Street,11223,1,36,,,989394,155744,shwnisaac@circletrianglesquaredaycare.com,https://circletrianglesquaredaycare.com,3,3,21KCJM,info,9:00:00 AM,1,1,0,0,0,0,,
21KCLH,NYCEEC,K,Neshama Preschool,,718-946-9833,723 Avenue Z,11223,1,20,,,993304,153043,NeshamaPreschool@gmail.com,https://neshamapreschool.com,5,9,21KCLH,info,,1,1,213,0,0,0,,
21KCMV,NYCEEC,K,ABC Plus,,347-702-6868,1018 Banner Avenue,11235,1,12,,,995544,151828,abcplus45@gmail.com,https://abcplusdaycare.com,2,9,21KCMV,info,8:30:00 AM,1,1,0,0,0,0,,
21KCNK,NYCEEC,K,Learn and Explore,,718-513-3600,330 Neptune Avenue,11235,1,54,,,993934,150819,info@learnandexplore1.com,https://www.learnandexplore1.com,3,7,21KCNK,info,8:00:00 AM,0,1,208,0,0,0,,
21KCOW,NYCEEC,K,Little Scholars Learning Center,,917-774-6505,52 Quentin Road,11223,1,18,,,988502,159761,littlescholarsnyc@gmail.com,https://littlescholarsnyc.com,3,3,21KCOW,info,8:30:00 AM,1,1,0,0,0,0,,
21KCPC,NYCEEC,K,Wonderland P.A. LLC,,718-332-0500,1018 Avenue Y,11235,1,60,,,995399,153981,wonderlandcare@gmail.com,https://wonderlandpsa.com,7,9,21KCPC,info,9:00:00 AM,1,1,0,0,0,0,,
21KCPE,NYCEEC,K,Little Scholars II,<b>Note:</b> Students who have a home language other than English will have priority after all current students are admitted. ,917-774-6505,448 Neptune Avenue,11224,1,18,,,992545,150381,littlescholarsnyc2@gmail.com,https://littlescholarsnyc.com,3,3,21KCPE,info,8:30:00 AM,1,1,208,0,0,0,,
21KCPF,NYCEEC,K,Sarah Winner Daycare,,718-946-9833,2997 Ocean Parkway,11235,1,12,,,993251,149815,NeshamaPreschool@gmail.com,https://neshamapreschool.com,3,9,21KCPF,info,9:00:00 AM,1,1,213,1,0,0,,
21KCPR,NYCEEC,K,Bam Bam'S Playhouse,,347-613-9475,714 Banner Avenue,11235,1,18,,,995143,151756,bam.bams.daycare1@gmail.com,,7,9,21KCPR,info,8:20:00 AM,1,1,0,0,0,0,,
21KCPY,NYCEEC,K,Tiny Bumblebees,,718-975-3232,2848 Brighton 7th Street,11235,1,14,,,994744,151313,tinybumblebees@gmail.com,,2,6,21KCPY,info,8:30:00 AM,1,1,0,0,0,0,,
21KCQV,NYCEEC,K,Neshama Preschool-431 Avenue P,,718-946-9833,431 Avenue P,11223,1,18,,,992166,161150,NeshamaPreschool@gmail.com,https://neshamapreschool.com,5,9,21KCQV,info,9:00:00 AM,1,1,213,1,0,0,,
21KCQX,NYCEEC,K,Kings Pointe Talent Inc.,,718-232-8686,1457 West 5th Street,11204,1,36,,,989985,162128,kptpreschool@gmail.com,https://http://www.kingspointetalent.com/,2,9,21KCQX,info,8:00:00 AM,1,1,0,0,0,0,,
21Z010,PKC,K,Brooklyn's Daily Discovery Pre-K Center at 2202 60th Street,,718-621-6270,2202 60th Street,11204,1,108,,,990313,163782,Ewojtal@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District21PKC,2,3,21Z010,info,8:00:00 AM,0,0,0,0,0,0,,
21Z014,PKC,K,Brooklyn's Daily Discovery Pre-K Center at 1215 Avenue X,,718-368-8660,1215 Avenue X,11235,1,108,,,995767,154989,KMcdonough2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District21PKC,2,3,21Z014,info,8:00:00 AM,0,0,0,0,0,0,,
21Z077,PKC,K,Brooklyn's Daily Discovery Pre-K Center at 385 Avenue W,,718-787-2480,385 Avenue W,11223,1,126,,,993033,155357,cbocchieri@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District21PKC,2,3,21Z077,info,8:00:00 AM,0,0,0,0,0,0,,
21Z095,PKC,K,Brooklyn's Daily Discovery Pre-K Center at 10 Bouck Court,,718-787-3940,10 Bouck Court,11223,1,180,,,991547,153778,Dgelfand@schools.nyc.gov,https://www.brooklynsdailydicovery.com,2,3,21Z095,info,8:00:00 AM,0,0,0,0,0,0,,
22K052,DOE,K,P.S. 52 Sheepshead Bay,,718-648-0882,2675 East 29th Street,11235,1,72,,,1000858,153397,RAlvare4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k052,3,3,22K052,info,8:00:00 AM,0,1,0,0,0,0,,
22K109,DOE,K,P.S. 109,,718-693-3426,1001 East 45th Street,11203,1,36,,,1002852,171265,kbertra@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k109,2,3,22K109,info,8:00:00 AM,0,0,0,0,0,0,,
22K119,DOE,K,P.S. 119 Amersfort,,718-377-7696,3829 Avenue K,11210,1,36,,,1001254,167364,lfernan5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k119,2,3,22K119,info,8:10:00 AM,0,0,0,0,0,0,,
22K139,DOE,K,P.S. 139 Alexine A. Fenty,,718-282-5254,330 Rugby Road,11226,1,72,,,993758,172958,mmcdona10@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k139,2,7,22K139,info,8:10:00 AM,0,0,109,0,0,0,,
22K152,DOE,K,School of Science & Technology,,718-434-0243,725 East 23rd Street,11210,1,36,,,996920,169771,CSheldr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k152,2,7,22K152,info,8:00:00 AM,0,0,0,0,0,0,,
22K193,DOE,K,P.S. 193 Gil Hodges,,718-338-9011,2515 Avenue L,11210,1,18,,,998056,165816,sphilli5@schools.nyc.gov,https://gilhodgesschool.wix.com/ps193,3,3,22K193,info,8:00:00 AM,0,0,0,0,0,0,,
22K194,DOE,K,P.S. 194 Raoul Wallenberg,,718-648-8804,3117 Avenue W,11229,1,54,,,1002569,156858,Jmendel2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k194,2,3,22K194,info,8:20:00 AM,0,1,0,0,0,0,,
22K195,DOE,K,P.S. 195 Manhattan Beach,,718-648-9102,131 Irwin Street,11235,1,18,,,999917,150530,BToomey@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k195,2,1,22K195,info,8:00:00 AM,0,0,0,0,0,0,,
22K197,DOE,K,P.S. 197 The Kings Highway Academy,,718-377-7890,1599 East 22nd Street,11210,1,72,,,997690,162462,RNicole@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k197,2,3,22K197,info,8:00:00 AM,0,0,0,0,0,0,,
22K198,DOE,K,P.S. 198 Brooklyn,,718-282-4920,4105 Farragut Road,11210,1,36,,,1001725,171434,JMorgan2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k198,2,3,22K198,info,,0,0,0,0,0,0,,
22K203,DOE,K,P.S. 203 Floyd Bennett School,,718-241-8488,5101 Avenue M,11234,1,90,,,1004878,165792,YDoming@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k203,2,3,22K203,info,8:00:00 AM,0,0,0,0,0,0,,
22K207,DOE,K,P.S. 207 Elizabeth G. Leary,,718-421-1682,4011 Fillmore Avenue,11234,1,18,,,1003637,162866,mbosco@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k207,2,3,22K207,info,8:00:00 AM,0,0,0,0,0,0,,
22K217,DOE,K,P.S. 217 Colonel David Marcus School,,718-434-6960,1100 Newkirk Avenue,11230,1,54,,,993573,170160,RBonilla5@schools.nyc.gov,https://ps217brooklyn.org,2,1,22K217,info,8:00:00 AM,0,0,0,0,0,0,,
22K236,DOE,K,P.S. 236 Mill Basin,,718-444-6969,6302 Avenue U,11234,1,54,,,1008520,163671,alabella@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k236,2,3,22K236,info,8:00:00 AM,1,0,0,0,0,0,,
22K245,DOE,K,P.S. 245,,718-284-2330,249 East 17th Street,11226,1,18,,,994541,174249,ewillia14@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k245,2,3,22K245,info,8:15:00 AM,0,0,0,0,0,0,,
22K251,DOE,K,P.S. 251 Paerdegat,,718-251-4110,1037 East 54th Street,11234,1,54,,,1005337,169271,SNoel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k251,2,3,22K251,info,8:00:00 AM,0,0,0,0,0,0,,
22K277,DOE,K,P.S. 277 Gerritsen Beach,,718-743-6689,2529 Gerritsen Avenue,11229,1,18,,,1004239,156389,tvlantis@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k277,2,7,22K277,info,8:15:00 AM,0,0,0,0,0,0,,
22K312,DOE,K,P.S. 312 Bergen Beach,,718-763-4015,7103 Avenue T,11234,1,54,,,1009549,165828,apearson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k312,2,3,22K312,info,8:00:00 AM,0,0,0,0,0,0,,
22K315,DOE,K,P.S. 315,,718-421-9560,2310 Glenwood Road,11210,1,36,,,996903,169868,jranft@schools.nyc.gov,https://22k315.com,2,9,22K315,info,8:00:00 AM,0,0,0,0,0,0,,
22K326,DOE,K,P.S. 326,,718-241-4828,1800 Utica Avenue,11234,1,36,,,1004192,168228,CDucey@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k326,2,3,22K326,info,,0,0,0,0,0,0,,
22K361,DOE,K,P.S. 361 East Flatbush Early Childhood School,,718-856-0600,3109 Newkirk Avenue,11226,1,54,,,998959,172556,TFrazie@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k361,5,9,22K361,info,8:20:00 AM,0,0,0,0,0,0,,
22K889,DOE,K,P.S. 889,,718-935-3159,21 Hinckley Place,11218,1,36,,,992295,174218,kryananderson@schools.nyc.gov,,5,9,22K889,info,,0,0,0,0,0,0,,
22KADW,NYCEEC,K,Brooklyn Amity School,,718-891-6100,3867 Shore Parkway,11235,1,48,,,1003138,153054,pioureva@amityschool.org,https://amityschool.org/,3,3,22KADW,info,8:30:00 AM,0,0,0,0,0,0,,
22KAFO,NYCEEC,K,Good Shepherd School,,718-339-2745,1943 Brown Street,11229,1,36,,,1000793,159493,jobrien@gscabk.org,https://goodshepherdbklyn.org,2,3,22KAFO,info,8:00:00 AM,1,1,0,0,0,0,,
22KAHA,NYCEEC,K,Masores Bais Yaakov,,718-692-2424,1395 Ocean Avenue,11230,3,60,,,996304,168211,g.celnik@masores.com,,5,9,22KAHA,info,9:30:00 AM,0,0,0,0,0,0,,
22KAIT,NYCEEC,K,Prospect Park Yeshiva,,718-376-5959,1784 East 17th Street,11229,3,35,,,996376,160135,dkelman@bloppy.org,https://bloppy.org,5,9,22KAIT,info,,0,0,0,0,0,0,,
22KAKF,NYCEEC,K,Saint Mark School,,718-332-9304,2602 East 19th Street,11235,1,54,,,997939,153520,jvok@smsonthebay.com,https://smcaonthebay.org,3,3,22KAKF,info,7:55:00 AM,1,1,0,0,0,0,,
22KAMW,NYCEEC,K,"Yeshiva & Mesivta Torah Temimah, Inc.",,718-853-8500,555 Ocean Parkway,11218,3,36,,,991887,170579,morahleahp@gmail.com,,5,9,22KAMW,info,,0,0,0,0,0,0,,
22KAOQ,NYCEEC,K,Yeshiva of Kings Bay,,718-646-8500,2611 Avenue Z,11235,3,18,,,1000029,154006,myz@ykb.us,,1,9,22KAOQ,info,9:30:00 AM,1,1,0,0,0,0,,
22KAPM,NYCEEC,K,Yeshiva Toras Emes,,718-375-0900,1904 Avenue N,11230,3,18,,,996604,163668,c61304@aol.com,,8,9,22KAPM,info,9:30:00 AM,0,0,0,1,0,0,,
22KAPR,NYCEEC,K,Talmud Torah Crown Heights Yeshivah,,718-444-5800,6363 Avenue U,11234,1,40,,,1008464,163862,my4man@aol.com,,3,3,22KAPR,info,,0,0,0,0,0,0,,
22KASI,NYCEEC,K,Cortelyou Early Childhood Center,,718-282-6077,386 Marlborough Road,11226,1,54,,,994095,172679,sfrancis@mycecc.com,https://www.mycecc.com,2,9,22KASI,info,8:00:00 AM,1,1,0,0,0,0,,
22KASR,NYCEEC,K,Glennwood Avenue Head Start,,718-859-7720,3017 Glenwood Road,11210,1,67,,63,998938,170343,glenwood3017@gmail.com,,3,3,22KASR,info,9:00:00 AM,1,1,0,0,0,1,,
22KASZ,NYCEEC,K,East Midwood Hebrew Day School,,718-253-1555,1256 East 21st Street,11210,1,34,,,996742,166085,regina2@emhds.org,https://emhds.org,3,3,22KASZ,info,8:15:00 AM,1,1,0,0,0,0,,
22KBDJ,NYCEEC,K,Cortelyou Academy,,718-421-9581,2739 Bedford Avenue,11210,1,18,,,997245,170999,LJohnson@mycecc.com,https://mycecc.com,5,9,22KBDJ,info,8:00:00 AM,1,1,209,0,0,0,,
22KBFD,NYCEEC,K,Saint Marks,,718-287-7300,2017 Beverley Road,11226,1,114,,39,995491,174312,adenis@stmarksheadstart.org,https://stmarksheadstart.org,3,3,22KBFD,info,8:00:00 AM,0,0,0,0,0,1,,
