x,y,type,name,address,borough,zip,phone
1015231,211446,NYCEEC,Bwy Preschool,7714 Roosevelt Ave,Q,11372,718-205-4855
1019264,211355,NYCEEC,"Children's Big Apple, Inc.",4126 Case St,Q,11376,718-565-5311
1009900,196752,NYCEEC,Jc's Daywatch Pre - K,20 St Johns Rd,Q,11385,718-381-3777
1017265,210883,NYCEEC,"Little Friends School Elmhurst, Inc.",8503 Britton Ave,Q,11373,718-458-5415
1049436,187492,NYCEEC,Center Of Excellence Springfield Gardens Preschool,127 - 08 Merrick Blvd,Q,11434,718-276-8200
1023293,209237,NYCEEC,Smiles GFDC Inc.,53 - 14 102 St,Q,11368,917-943-3501
1014059,209714,NYCEEC,Rainbow Christian Preschool,7201 43rd Ave,Q,11377,718-335-3361
1003018,210744,NYCEEC,Long Island City YMCA,3223 Queens Blvd,Q,11101,212-912-2576
1021997,214102,NYCEEC,Therese Cervini ECDC Site I,3533 104th St,Q,11368,718-478-2169
1032797,213598,NYCEEC,Evbo Inc. D / B / A Jack & Jill Nursery School,4323 Colden St,Q,11355,718-762-1218
1038625,212577,NYCEEC,Immanuel Creative,16315 Oak Ave,Q,11358,718-460-9991
1034672,205384,NYCEEC,"Judi's Nursery, Inc.",15005 70th Rd,Q,11367,718-520-1324
1036680,204574,NYCEEC,"New Milestone, Inc.",15813 72nd Ave,Q,11365,718-380-1978
1036136,227743,NYCEEC,Precious Moments,1102 Clintonville St,Q,11357,718-767-6655
1033498,218874,NYCEEC,Sharon Nursery,14515 34th Ave,Q,11354,718-539-8467
1030417,216965,NYCEEC,Martin L King Jr. Mem DCC,3606 Prince St,Q,11354,718-886-3165
1053391,219671,NYCEEC,Community Church Of Douglaston,3950 Douglaston Pkwy,Q,11363,718-767-1961
1041220,206562,NYCEEC,Jack & Jill II,6805 Fresh Mdw Ln,Q,11365,718-939-8687
1027207,223592,NYCEEC,YAI / NYL Clearview School Annex,12307 22 Ave,Q,11356,718-352-0104
1039699,205916,NYCEEC,All My Children Day Care 2,16907 Jewel Ave,Q,11365,718-454-5600
1031332,189727,NYCEEC,"Bev's Kiddie Daycare, Inc.",10145 113th St,Q,11419,718-850-3083
1047279,156339,NYCEEC,Community And Family Head Start,4105 Bch Channel Dr,Q,11691,718-471-7970
1031686,190450,NYCEEC,Cuomo First Step,11515 101st Ave,Q,11419,718-441-5333
1037479,153642,NYCEEC,Hammel CCC,82 - 10 Rockaway Bch Blvd,Q,11693,718-474-3162
1047995,178209,NYCEEC,Jfkidsport,Jfk Airport Building 350,Q,11430,718-553-5437
1052893,156945,NYCEEC,On Our Way Learning Center,264 Bch 19 St,Q,11691,718-868-2961
1049845,190120,NYCEEC,"St. Albans Montessori DCC, Inc.",118 - 49 Montauk St,Q,11412,718-341-5945
1021796,148140,NYCEEC,West End Temple Nursery School,14702 Newport Ave,Q,11694,718-318-0030
1029694,189963,NYCEEC,Nayda Day Care II,9736 108th St,Q,11419,718-805-8893
1044665,188289,NYCEEC,Paccor Kids,11817 Guy R Brewer Blvd,Q,11434,718-525-9620
1039416,198013,NYCEEC,Bright Beginnings Pre - School,8625 162nd St,Q,11432,718-297-6767
1029567,197371,NYCEEC,Sholom Sholom Inc.,11666 Park Ln South,Q,11415,718-850-2934
1023153,206307,NYCEEC,ICCD,98 - 02 62nd Dr,Q,11374,718-263-1587
1035688,190884,NYCEEC,It's My Turn,131 - 15 Liberty Ave,Q,11419,347-385-0824
1037203,194623,NYCEEC,"Sunshine School, LLC",9110 146th St,Q,11435,718-468-9000
1038730,201187,NYCEEC,Apple Tree Nursery School,8225 164th St,Q,11432,718-374-0002
1027345,203477,NYCEEC,All My Children Day Care ( 69th Ave ),10822 69th Ave,Q,11375,718-658-1563
1042639,200485,NYCEEC,All My Children Day Care ( Mayfield ),17544 Mayfield Rd,Q,11432,718-658-1563
1048844,199116,NYCEEC,Committee For Early Childhood Development,193 - 04 Jamaica Ave,Q,11423,718-464-2422
1038694,201346,NYCEEC,Kids Circle Daycare,164 - 04 Goethals Ave,Q,11432,718-380-1280
1051671,192003,NYCEEC,Montessori Progressive,19503 Linden Blvd,Q,11412,718-723-3967
1055738,202583,NYCEEC,Redeemer Lutheran Church And Nursery School,9210 217th St,Q,11428,718-465-3252
1040547,195093,NYCEEC,"South Jamaica Center For Children And Parents, Inc.",94 - 43 160th St,Q,11433,718-523-6455
1005693,217526,NYCEEC,All Children's Child Care ( 31st Ave ),32 - 04 31st Ave ( Cellar ),Q,11106,718-777-2011
1009936,216204,NYCEEC,Brite Adventure Center ( 30th St. ),4922 30th Ave,Q,11377,718-777-6664
1011041,213285,NYCEEC,Christ Evangelical Lutheran Church,3357 58th St,Q,11377,718-205-1425
1017376,215709,NYCEEC,Jackson Children's Services,3136 88th St,Q,11369,718-779-8800
1003153,217260,NYCEEC,Queensview Nursery School & Kindergarten,2136 33rd Rd,Q,11106,718-728-4164
1014792,214233,NYCEEC,Rainbowland Nursery School,3311 77th St,Q,11372,718-803-1728
1008746,217246,NYCEEC,St. Joseph School,28 - 46 44th St,Q,11103,718-728-0724
999430,214286,NYCEEC,PAL Western Queens,1026 41st Ave,Q,11101,718-784-2092
1039724,154631,NYCEEC,Sheldon R Weaver CCC,72 - 05 Bch Channel Dr,Q,11692,718-327-4078
1002286,210576,NYCEEC,La Guardia Community College Pre - School,3110 Thomson Ave,Q,11101,718-482-5295
1057456,182294,NYCEEC,"Mona Prep Day Care, Inc.",24115 North Conduit Ave,Q,11422,718-525-8555
1045832,223897,NYCEEC,Samuel Field YM & YWHA ( Bayside ),212 - 00 23rd Ave,Q,11360,718-423-6111
1041051,224549,NYCEEC,Irene Kouba,1650 Utopia Pkwy,Q,11357,718-229-5050
1056050,218111,NYCEEC,Divine Wisdom Catholic Academy Douglaston,45 - 11 245th St,Q,11363,718-631-3153
1031169,213849,NYCEEC,"New Milestone, Inc.",13254 Pople Ave,Q,11355,718-539-2068
1010059,220976,NYCEEC,Mushroom House Day Care LLC,38 - 00 Ditmars Blvd,Q,11105,917-500-5022
1055977,185904,NYCEEC,The Laugh And Learn Place,228 - 23 Merrick Blvd,Q,11413,718-525-6194
1050263,219672,NYCEEC,ICCD,35 - 55 223rd St,Q,11361,718-428-5370
1047824,185923,NYCEEC,"Rochdale Village Nursery School, Inc.",17030 130th Ave,Q,11434,718-723-2224
1049352,201227,NYCEEC,Haup UPK Program,197 - 25 Hillside Ave,Q,11423,718-527-3776
1036786,229053,NYCEEC,Kiddie Academy Of Whitestone,7 - 05 152nd St,Q,11357,718-747-5555
1039492,197912,NYCEEC,Highland Academics,162 - 10 Highland Ave,Q,11432,718-457-0429
1020006,214786,NYCEEC,SCO Corona Early Childhood Education Center,33 - 27 97th St,Q,11368,718-779-1660
1039753,154669,NYCEEC,"Bethel Mission Station Church, Inc.",72 - 05 Bch Channel Dr,Q,11692,718-474-8618
1017677,205408,NYCEEC,Emilia's Kids,8403 57 Ave,Q,11373,718-899-9060
1019684,207726,NYCEEC,Magic Years Preschool And Nursery,"90 - 20 55th Ave, 1 / F",Q,11373,718-271-1850
1032025,214252,NYCEEC,Queens Herald Community Corp.,"42 - 35 Main St, 2nd Floor",Q,11355,646-535-7245
1060350,218772,NYCEEC,ABC ELC,54 - 25 Little Nck Pkwy,Q,11362,718-225-8044
1020769,215986,NYCEEC,Sunflower Kidz Day Care,10017 32nd Ave,Q,11369,347-709-7793
1035290,198279,NYCEEC,Renanim Day Care,14129 84th Dr,Q,11435,718-206-4400
1049009,199312,NYCEEC,Committee For Early Childhood Development DCC,193 - 25 Jamaica Ave,Q,11423,718-264-6572
1018284,207840,NYCEEC,"Star Paradise, Inc.",8655 Broadway 2nd Floor,Q,11373,718-255-1899
1004833,210719,NYCEEC,Sunnyside Community Services,43 - 31 39th St Sunnyside,Q,11104,718-684-6173
1009845,215010,NYCEEC,Mi Nuevo Mundo,5102 31st Ave,Q,11377,718-476-3128
1017631,198864,NYCEEC,Positive Beginnings Preschool,72 - 52 Metropolitan Ave,Q,11379,718-326-0055
1002318,216340,NYCEEC,Catholic Charities At Ravenswood ( Andrew Landi ),2120 35th Ave,Q,11106,718-806-1598
1041264,197375,NYCEEC,Rising Stars Islamic School ( Lcna ),166 - 26 89 Ave,Q,11432,646-243-5895
1057467,220236,NYCEEC,Immanuel Genius,253 - 01 Northern Blvd,Q,11362,718-877-3001
1031005,219884,NYCEEC,Holy Mountain,29 - 49 137th St,Q,11354,718-359-6080
1034184,202942,NYCEEC,Ohr Osher And Yaffa 75,75 - 21 Main St,Q,11367,347-233-2087
1040117,191442,NYCEEC,Bright Kids Day Care,108 - 42 Sutphin Blvd,Q,11435,718-262-0909
1001882,216441,NYCEEC,Ravenswood,35 - 32 21st St,Q,11106,718-990-0882
1038359,183174,NYCEEC,Aim High Leadership Academy,131 - 44 134th St,Q,11420,917-288-8290
1056446,192525,NYCEEC,Cambria Heights Christian Academy,220 - 12 Linden Blvd,Q,11411,718-712-7034
1033092,218920,NYCEEC,Kiddie Academy Of Flushing,33 - 25 Parsons Blvd,Q,11354,718-888-9499
1044044,199244,NYCEEC,Academy Of Excellence Bell Park 7,178 - 36 Wexford Ter,Q,11432,718-523-4400
1053182,192390,NYCEEC,"Sunshine Learning Center, Inc.",201 02 - 04 Linden Blvd,Q,11412,718-525-2154
1035574,208916,NYCEEC,Preschool R Us II,59 - 25 Kissena Blvd,Q,11354,718-888-9878
1048621,214862,NYCEEC,Morning Star Preschool,47 - 24 Bell Blvd,Q,11361,718-229-0206
1024660,192800,NYCEEC,North Side School,85 - 27 91st St,Q,11421,718-229-5050
1004603,220607,NYCEEC,Al Madinah School,1824 Astoria Blvd,Q,11102,718-222-4986
1015094,214364,NYCEEC,Garden School,78 - 02 Northern Blvd,Q,11372,718-335-6363
1030833,213831,NYCEEC,Khwoa Bhoa Day School,132 - 25 Pople Ave,Q,11355,718-353-3628
1031241,197128,NYCEEC,Sholom Sholom Inc.,84 - 15 Beverly Rd,Q,11415,718-850-2934
1005526,219560,NYCEEC,Discovery Lane DCC,27 - 17 27 St,Q,11102,347-652-7739
1037758,207852,NYCEEC,Kids Advocate DCC Inc.,61 - 54 162 St,Q,11365,914-426-7423
1016058,199581,NYCEEC,Play And Learn DCC,66 - 06 70th St,Q,11379,646-872-9241
1035444,205550,NYCEEC,Ivy Day School,70 - 44 Kissena Blvd,Q,11367,718-880-1888
1013879,194589,NYCEEC,Happily Ever After,62 - 02 Myrtle Ave,Q,11385,347-529-6718
1045591,191007,NYCEEC,Allen Christian School,114 - 32 Merrick Blvd,Q,11434,718-657-2500
1038512,185045,NYCEEC,Al - Ihsan Academy,134 - 02 Rockaway Blvd,Q,11420,718-322-3154
1041320,216210,NYCEEC,Eunyoung Chang Corp.,40 - 27 172 St,Q,11358,212-960-3613
1037579,185149,NYCEEC,Al - Ihsan Academy 3,130 - 20 Rockaway Blvd,Q,11420,718-322-3154
1024024,206281,NYCEEC,Fairytale Daycare Pre School Center,99 - 13 63rd,Q,11374,718-275-0204
1006450,220310,NYCEEC,New Milestone,27 - 18 Hoyt Ave South,Q,11102,718-380-1978
925407,129019,DOE,P.S. 003 The Margaret Gioiosa School,80 South Goff Ave,R,10309,718-984-1021
920131,125360,DOE,P.S. 006 Corporal Allan F Kivlehan School,555 Page Ave,R,10307,718-697-3760
958999,158749,DOE,Naples Street Elementary School,1055 Targee St,R,10304,718-876-4610
965019,162646,DOE,P.S. 013 M L Lindemeyer,191 Vermont Ave,R,10305,718-447-1462
951731,171264,DOE,P.S. 018 John G Whittier,221 Broadway,R,10310,718-442-0216
942320,167050,DOE,P.S. 022 Graniteville,1860 Frst Ave,R,10303,718-442-2219
931420,154880,DOE,P.S. 026 The Carteret School,4108 Victory Blvd,R,10314,718-698-1530
947331,164417,DOE,P.S. 030 Westerleigh,200 Wardwell Ave,R,10314,718-442-0462
941122,142722,DOE,P.S. 032 The Gifford School,32 Elverton Ave,R,10308,718-984-1688
956627,148713,DOE,P.S. 038 George Cromwell,421 Lincoln Ave,R,10306,718-351-1225
953966,148375,DOE,P.S. 041 New Dorp,216 Clawson St,R,10306,718-351-6777
940714,169414,DOE,P.S. 044 Thomas C Brown,80 Maple Pkwy,R,10303,718-442-0433
961867,155715,DOE,P.S. 046 Albert V Maniscalco,41 Reid Ave,R,10305,718-987-5155
949548,143884,DOE,P.S. 050 Frank Hankinson,200 Adelaide Ave,R,10306,718-987-0396
946179,140518,DOE,P.S. 053 Bay Terrace,330 Durant Ave,R,10308,718-987-8020
938779,134762,DOE,P.S. 055 Henry M Boehm,54 Osborne St,R,10312,718-356-2211
961094,161971,DOE,P.S. 057 Hubert H Humphrey,140 Palma Dr,R,10304,718-447-1191
961097,175203,DOE,The Harbor View School,300 Richmond Ter,R,10301,718-390-2190
923599,136615,DOE,P.S. 62,644 Bloomingdale Rd,R,10309,718-935-3615
940576,154792,DOE,P.S. 069 Daniel D Tompkins,144 Keating Pl,R,10314,718-698-6661
955015,160989,DOE,The Michael J Petrides School,715 Ocean Ter,R,10301,718-815-0186
960125,156718,NYCEEC,Academy Of St. Dorothy,1305 Hylan Blvd,R,10305,718-351-0939
916683,124975,NYCEEC,Our Lady Help Of Christians,23 Smt St,R,10307,718-984-1360
951537,149149,NYCEEC,Our Lady Queen Of Peace School,22 Steele Ave,R,10306,718-351-0370
957287,154579,NYCEEC,St. Ann School,125 Cromwell Ave,R,10304,718-351-4343
954083,151298,NYCEEC,St. Christopher School,15 Lisbon Pl,R,10306,718-351-0902
945580,147858,NYCEEC,St. Patrick's,3560 Richmond Rd,R,10306,718-979-8815
947871,159613,NYCEEC,St. Rita School,30 Wellbrook Ave,R,10314,718-761-2504
934083,144461,NYCEEC,The Gingerbread Learning Center,80 Woodrow Rd,R,10312,718-356-0008
951709,171544,NYCEEC,Children's Aid Society Richmond ELC,159 Broadway,R,10310,917-426-0300
959591,169066,NYCEEC,Jewish Community Center Of Staten Island,485 Victory Blvd,R,10301,718-475-5286
941848,161075,NYCEEC,Bumblebees - R - Us,2734 Victory Blvd,R,10314,718-494-4448
944628,168585,NYCEEC,CAS SI Family Services Center,465 Villa Ave,R,10302,718-273-5305
951161,162865,NYCEEC,Castleton Hill Moravian Preschool,1657 Victory Blvd,R,10314,718-442-5350
956771,151285,NYCEEC,Islander's Kids,219 Jefferson Ave,R,10306,718-979-5331
965357,158486,NYCEEC,Sisters Of St. John The Baptist Inc.,57 Cleveland Pl,R,10305,718-447-4150
942018,169003,NYCEEC,"4 Angels Day Care, Inc.",245 Simonson Ave,R,10303,718-876-6498
943439,168670,NYCEEC,St. Adalbert's School,355 Morningstar Rd,R,10303,718-442-2020
923662,136212,NYCEEC,Friends Preschool,610 Bloomingdale Rd,R,10309,718-984-5194
950820,170438,NYCEEC,"Castle Day Care, Inc.",1141 Castleton Ave,R,10310,718-447-3140
955191,174203,NYCEEC,Children's Harbor Montessori School,1000 Richmond Ter,R,10301,718-442-6112
926370,136598,NYCEEC,"High Hopes Of Staten Island, Inc.",1298 Woodrow Rad,R,10309,718-317-8143
933255,145404,NYCEEC,Jewish Community Center Of Staten Island,1297 Arthur Kill Rd,R,10312,718-475-5224
922449,124996,NYCEEC,Mission Of The Immaculate Virgin,6581 Hylan Blvd,R,10309,718-317-2849
924006,131587,NYCEEC,Small World Pre - School,144 Bloomingdale Rd,R,10309,718-356-7795
942106,145983,NYCEEC,The Tanglewood Montessori,15 Tanglewood Dr,R,10308,718-967-2424
941705,160839,NYCEEC,College Of Staten Island - The Children's Center,2800 Victory Blvd,R,10314,718-982-3190
956626,169491,NYCEEC,Yeled V'Yalda Silver Lake I Head Start,10 Gregg Pl,R,10301,718-815-4488
952576,167108,NYCEEC,SI YMCA Nursery - North,651 Broadway,R,10310,718-981-4933
941737,151066,NYCEEC,Richmond Hill Children's Center,"501 Richmond Hl Rd,",R,10314,718-494-7422
960552,164739,NYCEEC,Staten Island Head Start,16 Osgood Ave,R,10304,718-420-6138
942445,163281,NYCEEC,Rabbi Jacob Joseph School,400 Caswell Ave,R,10314,718-982-8745
947411,142999,NYCEEC,Cbi Academy Preschool,45 Twombly Ave,R,10306,718-987-6200
939629,133423,NYCEEC,Staten Island Children's Academy,50 Osage Ln,R,10312,718-227-2500
953757,167799,NYCEEC,Hugs & Kiddies,140 Harvest Ave,R,10310,718-273-6141
939290,159658,NYCEEC,Ivy League Early Learning Academy,1779 Richmond Ave,R,10314,718-982-0202
928119,131962,NYCEEC,Alphabet Ac,65 Foster Rd,R,10309,917-846-8289
1014171,249042,DOE,P.S. 3 Raul Julia Micro Society,2100 Lafontaine Ave,X,10457,718-584-1899
1009538,235709,DOE,P.S. 5 Port Morris,564 Jackson Ave,X,10455,718-292-2683
1012258,251425,DOE,P.S. 9 Ryer Avenue Elementary School,230 East 183 St,X,10458,718-584-3291
1005598,236750,DOE,P.S. 018 John Peter Zenger,502 Morris Ave,X,10451,718-292-2868
1013356,250167,DOE,P.S. 023 The New Children's School,2151 Washington Ave,X,10457,718-584-3992
1010903,248358,DOE,P.S. 028 Mount Hope,1861 Anthony Ave,X,10457,718-583-6444
1007030,234117,DOE,P.S. 030 Wilton,510 East 141 St,X,10454,718-292-8817
1015772,249682,DOE,P.S. 032 Belmont,690 East 183 St,X,10458,718-584-3645
1025718,241505,DOE,P.S. 036 Unionport,1070 Castle Hl Ave,X,10472,718-822-5345
1006012,233079,DOE,P.S. 043 Jonas Bronck,165 Brown Pl,X,10454,718-292-4502
1015563,235913,DOE,P.S. 048 Joseph R Drake,1290 Spofford Ave,X,10474,718-589-4312
1015560,249327,DOE,P.S. 051 Bronx New School,695 East 182nd St,X,10457,718-733-0347
1015291,254403,DOE,P.S. / I.S. 54,2703 Webster Ave,X,10458,718-584-4203
1014956,248449,DOE,P.S. 057 Crescent,2111 Crotona Ave,X,10457,718-367-9446
1013708,250098,DOE,P.S. 059 The Community School Of Technology,2185 Bathgate Ave,X,10457,718-584-4730
1011862,235824,DOE,P.S. 062 Inocensio Casanova,660 Fox St,X,10455,718-585-1617
1008419,233518,DOE,P.S. 065 Mother Hale Academy,677 East 141 St,X,10454,718-292-4628
1016179,246729,DOE,P.S. 067 Mohegan School,2024 Mohegan Ave,X,10460,718-823-4101
1022824,236911,DOE,P.S. 069 Journey Prep School,560 Thieriot Ave,X,10473,718-378-4736
1004578,242650,DOE,P.S. 073 Bronx,1020 Anderson Ave,X,10452,718-681-6776
1018597,257169,DOE,Bedford Park Elementary School,3177 Webster Ave,X,10467,718-696-6400
1013385,252272,DOE,P.S. 085 Great Expectations,2400 Marion Ave,X,10458,718-584-5275
1023177,253641,DOE,P.S. 089 Bronx,980 Mace Ave,X,10469,718-653-0835
1018192,238772,DOE,P.S. 093 Albert G Oliver,1535 Story Ave,X,10473,718-430-1700
1026633,253773,DOE,P.S. 097 Bronx,1375 Mace Ave,X,10469,718-655-4446
1024405,244366,DOE,P.S. 106 Parkchester,2120 St Raymond's Ave,X,10462,718-892-1006
1024921,250658,DOE,P.S. 108 Philip J Abinanti,1166 Neill Ave,X,10461,718-863-9829
1011681,243548,DOE,P.S. 110 Theodore Schoenfeld,580 Crotona Park South,X,10456,718-861-0759
1027392,261662,DOE,P.S. 112 Bronxwood,1925 Schieffelin Ave,X,10466,718-654-6377
1025564,255179,DOE,P.S. 121 Throop,2750 Throop Ave,X,10469,718-654-2055
1011364,237190,DOE,P.S. 130 Abram Stevens Hewitt,750 Prospect Ave,X,10455,718-665-0962
1024925,238936,DOE,P.S. 138 Samuel Randall,2060 Lafayette Ave,X,10473,718-822-5325
1010312,239854,DOE,P.S. 146 Edward Collins,968 Cauldwell Ave,X,10456,718-378-9664
1017374,239493,DOE,P.S. 152 Evergreen,1007 Evergreen Ave,X,10472,718-589-4560
1004724,233748,DOE,P.S. 154 Jonathan D Hyatt,333 East 135 St,X,10454,718-292-4742
1032914,254226,DOE,P.S. 160 Walt Disney,4140 Hutchinson Riv Pkway E,X,10475,718-379-5951
1012253,249624,DOE,P.S. 163 Arthur A Schomburg,2075 Webster Ave,X,10457,718-584-3045
1006356,234188,DOE,P.S. 179,468 East 140 St,X,10454,718-292-2237
1031010,261120,DOE,Cornerstone Academy For Social Action,3441 Steenwick Ave,X,10475,718-794-6160
1018171,241915,DOE,P.S. 196,1250 Ward Ave,X,10472,718-328-7187
1007729,248989,DOE,P.S. 204 Morris Heights,1780 Dr Martin Luther King Jr Blvd,X,10453,718-960-9520
1012625,251425,DOE,P.S. 209,313 East 183rd St,X,10458,718-364-0085
1011879,241173,DOE,P.S. 212,1180 Tinton Ave,X,10456,718-842-2331
1007450,251055,DOE,P.S. 226,1950 Sedgwick Ave,X,10453,718-583-5560
1006186,250085,DOE,The New American Academy At Roberto Clemente State Park,275 Harlem Riv Park Brg,X,10453,718-901-9703
1015509,247488,DOE,The School Of Science And Applied Learning,2050 Prospect Ave,X,10457,718-584-6310
1011441,255954,DOE,Luisa Pineiro Fuentes School Of Science And Discovery,124 Eames Pl,X,10468,718-601-2632
1015477,243237,DOE,Fairmont Neighborhood School,1550 Vyse Ave,X,10460,718-860-5210
1012294,238107,DOE,The Academy Of The Arts,888 Rev J A Polite Ave,X,10459,718-860-3401
1021967,250517,DOE,Young Voices Academy Of The Bronx,800 Lydig Ave,X,10462,718-794-4080
1011283,257987,DOE,P.S. 360,2880 Kingsbridge Ter,X,10463,718-548-1511
1010935,250846,DOE,School For Environmental Citizenship,125 East 181 St,X,10453,718-563-3292
1006134,233057,CHARTER,Little Haven @ Mott Haven Academy Charter School,170 Brown Pl,X,10454,718-292-7015
1006991,242302,DOE,The Family School,1116 Sheridan Ave,X,10456,718-538-3266
1015449,243177,DOE,Samara Community School,1550 Vyse Ave,X,10460,718-935-3448
1007430,236124,CHARTER,Girls And Boys Preparatory Charter School Of The Bronx,441 East 148 St,X,10455,212-346-6000
1021279,244639,DOE,Archer Elementary School,1827 Archer St,X,10460,718-828-3791
1005958,233986,CHARTER,NYC Montessori Charter School,423 East 138th St,X,10454,347-226-9094
1024930,244813,DOE,Linden Tree Elementary School,1560 Purdy St,X,10462,718-239-7401
1028544,261528,CHARTER,Bronx Charter School For Better Learning,3740 Baychester Ave,X,10466,718-655-6660
1012816,242679,NYCEEC,Puerto Rican Family Institute Bronx Head Start,1423 Prospect Ave,X,10459,718-991-5590
1014084,261453,NYCEEC,Amalgamated Nursery School,3980 Orloff Ave,X,10463,718-543-8688
1007665,244411,NYCEEC,Christ The King School,1345 Grand Concourse,X,10452,718-538-5959
1022814,236982,NYCEEC,Holy Cross School,1846 Randall Ave,X,10473,718-842-4492
1027856,255340,NYCEEC,Holy Rosary School,1500 Arnow Ave,X,10469,718-652-1838
1030814,263142,NYCEEC,Nativity Of Our Blessed Lady,3893 Dyre Ave,X,10466,718-324-2188
1032045,247331,NYCEEC,Our Lady If The Assumption School,1617 Parkview Ave,X,10461,718-829-1706
1014990,252015,NYCEEC,Our Lady Of Mount Carmel,2465 Bathgate Ave,X,10458,718-295-6080
1006885,240691,NYCEEC,St. Angela Merici School,266 East 163rd St,X,10451,718-293-3365
1018077,258240,NYCEEC,St. Brendan School,268 East 207th St,X,10467,718-653-2292
1036143,236729,NYCEEC,St. Francis De Chantal School,2962 Harding Ave,X,10465,718-892-5359
1025058,248405,NYCEEC,St. Francis Xavier School,1711 Haight Ave,X,10461,718-863-0531
1014501,240707,NYCEEC,St. John Chrysostom School,1144 Hoe Ave,X,10459,718-328-7226
1012864,248084,NYCEEC,St. Joseph School,1946 Bathgate Ave,X,10457,718-583-9432
1007753,233114,NYCEEC,St. Luke School,608 East 139th St,X,10454,718-585-0380
1022009,262865,NYCEEC,St. Mary School,3956 Carpenter Ave,X,10466,718-547-0500
1024568,246118,NYCEEC,St. Raymond Elementary,2380 East Tremont Ave,X,10462,718-597-3232
1030340,248745,NYCEEC,St. Theresa,2872 Sttheresa Ave,X,10461,718-792-3688
1022274,257708,NYCEEC,"Learning Tree, The",801 Bartholdi St,X,10467,718-944-0960
1035029,245985,NYCEEC,"Villa Maria Academy, Inc.",3335 Country Clb Rd,X,10465,718-824-3260
1017104,247006,NYCEEC,Phipps Neighborhoods Daly Avenue ECEC,921 East 180 St,X,10460,718-364-2496
1006786,232909,NYCEEC,East Side House,201 Saint Anns Ave,X,10454,718-665-5250
1008211,246880,NYCEEC,Highbridge Advisory Council ECC #1,1594 Townsend Ave,X,10452,718-299-3917
1024951,241571,NYCEEC,LSSMNY : Early Life Children's Center 6,2125 Watson Ave,X,10472,718-943-0580
1008297,248215,NYCEEC,Grow With Us ( Susan E Wagner ),1732 Davidson Ave,X,10453,718-299-6892
1026551,236861,NYCEEC,Dr. Katharine Dodge Brownell School,450 Castle Hl Ave,X,10473,914-375-8652
1017010,240188,NYCEEC,East Bronx DCC,1113 Colgate Ave,X,10472,718-617-2900
1011201,242786,NYCEEC,1332 Fulton Ave DCC,1332 Fulton Ave,X,10456,718-378-1330
1023980,254689,NYCEEC,"Little Stars Too, Inc.",1083 Allerton Ave,X,10469,718-515-8800
1033307,238199,NYCEEC,Throggs Neck Early Learn Center,461 Swinton Ave,X,10465,718-882-0172
1010712,250788,NYCEEC,LSSMNY : Early Life Children's Center 1,80 East 181 St,X,10453,347-297-2900
1008628,248837,NYCEEC,Be Above 52,1810 Davidson Ave,X,10453,718-466-7519
1004754,244325,NYCEEC,Highbridge Advisory Council DCC ( Nelson Avenue ),1181 Nelson Ave,X,10452,718-681-5216
1013411,251627,NYCEEC,"Concourse House, HDFC",2348 Webster Ave,X,10458,917-801-2515
1014127,242267,NYCEEC,Brightside Academy - Louis Nine,1336 Louis Nine Blvd,X,10459,718-991-2119
1011451,249405,NYCEEC,Sharon Baptist - Center II,279 East Burnside Ave,X,10457,718-299-6500
1034871,244741,NYCEEC,"Providence Rest Child DCC, Inc.",3310 Campbell Dr,X,10465,718-823-3588
1014768,246818,NYCEEC,Children's Aid At P.S. 211,1919 Prospect Ave,X,10457,347-821-4222
1022610,241011,NYCEEC,Watson Avenue ECC,1880 Watson Ave,X,10472,718-828-9400
1017906,243401,NYCEEC,Bronx River Early Learn Center,1555 East 174th St,X,10472,718-842-6582
1010601,246201,NYCEEC,Labor Bathgate Community CCC,1638 Anthony Ave,X,10457,718-583-3850
1006992,236189,NYCEEC,Episcopal Social Services Head Start ( Paul's House ),500 Bergen Ave,X,10455,718-401-5133
1012083,236777,NYCEEC,Prospect ECC,730 Kelly St,X,10455,718-617-6100
1014939,251939,NYCEEC,Harry H Gordon School ( NYL ),2465 Bathgate Ave,X,10458,718-367-5917
1006644,244022,NYCEEC,WHEDco Early Childhood Discovery Center,50 East 168th St,X,10452,718-839-1156
1011744,257263,NYCEEC,"St. Jemuel Group Family Day Care, Inc.",2836 Webb Ave,X,10468,718-601-9753
1009508,239708,NYCEEC,Five Star DCC,3261 Third Ave,X,10456,718-292-4774
1009672,240510,NYCEEC,Sharon Baptist - Center I,507 East 165th St,X,10456,718-585-5876
1008365,246524,NYCEEC,Mid Bronx Sr. Citizen Center,100 East Mt Eden Ave,X,10452,718-684-4790
1009274,251887,NYCEEC,Trabajamos Community Head Start,2167 University Ave,X,10453,917-962-9720
1034238,239286,NYCEEC,Just 4 Kids Tremont,3881 East Tremont,X,10465,917-217-1781
1008327,239560,NYCEEC,Iola Jordan Day Care,421 East 161st St,X,10451,718-402-4166
1005446,236393,NYCEEC,Children's Pride,414 Morris Ave,X,10451,718-401-4242
1006695,237487,NYCEEC,Philip H Michaels CDC,629 Courtlandt Ave,X,10451,718-665-9410
1008222,239041,NYCEEC,"Salvation Army, Bronx Citadel",425 E 159th St,X,10451,718-742-2346
1024332,234371,NYCEEC,"Just 4 Kids Soundview Center, Inc.",214 - 216 Soundview Ave,X,10473,917-995-8041
