loccode,x,y,prek_type,name,address,borough,zip,phone
KCHZ,1001996,168021,NYCEEC,Little Hands Creative Minds,4111 Ave J,K,11210,718-676-2947
KCIA,1003783,183072,NYCEEC,Effie Bs ECDC Corp.,1171 Eastern Pkwy,K,11213,718-735-5500
KCIC,1010231,170493,NYCEEC,"Little Einstiens Of Canarsie, LLC",8413 Ave K,K,11236,718-251-5000
KCIE,987664,170821,NYCEEC,Bnos Chaya,4511 14th Ave,K,11219,718-851-1212
KCII,996088,199246,NYCEEC,Kings Bay Y At North Williamsburg,14 Hope St,K,11211,718-407-6388
KCIL,1009275,188871,NYCEEC,Urban Strategies Child Care,1405 Bushwick Ave,K,11207,718-235-6151
KCIM,987165,190666,NYCEEC,Brooklyn Explorers Academy,110 Schermerhorn St,K,11201,855-687-6923
KCIO,992888,175116,NYCEEC,Honeydew Drop Playhouse,1113 Church Ave,K,11218,718-941-2177
KCIS,1020571,184512,NYCEEC,Greater Bright Light Learning Center,1320 Sutter Ave,K,11208,917-960-4044
KCIW,983551,172516,NYCEEC,IP Kids Montessori,850 50th St,K,11220,718-633-1178
KCIX,988589,156579,NYCEEC,IP Kids,2631 86 St,K,11223,718-621-7818
KCIY,991295,159431,NYCEEC,"Ronomoza, Inc. / The Learning Experience",412 Kings Hwy,K,11223,718-627-7340
KCIZ,988538,164029,NYCEEC,Al Madinah School Site 2,2015 64 St,K,11204,718-222-4986
KCJC,996273,177158,NYCEEC,Blue Star DCC,2217 Caton Ave,K,11226,718-703-0009
KCJF,1009460,172815,NYCEEC,Clarkson ECC,8801 Glenwood Rd,K,11236,718-649-3488
KCJH,1018271,185021,NYCEEC,"A Castle For Classy Kids Learning Center, Inc.",2570 Pitkin Ave,K,11208,347-750-8154
KCJK,982608,164657,NYCEEC,Lpbc Day Care,7524 14th Ave,K,11228,718-621-5458
KCJM,989394,155744,NYCEEC,"Circle, Triangle, Square Daycare, Inc.",2720 86th St,K,11223,718-373-2234
KCJN,989394,163034,NYCEEC,Stillwell Avenue Prep School,6420 Bay Pkwy,K,11204,718-232-3628
KCJO,993841,175405,NYCEEC,Aim High Childrens Services,83 Marlborough Rd,K,11226,718-509-0630
KCJQ,998809,170336,NYCEEC,Initial Steps CDC,3003 Glenwood Rd,K,11210,718-434-2805
KCJR,1001782,158293,NYCEEC,A To Z DCC,3053 Ave U,K,11229,718-368-1234
KCJS,992643,171495,NYCEEC,Yeshiva Torah Vodaath,452 East 9 St,K,11218,718-941-8000
KCJT,993255,171230,NYCEEC,Kaleidoscope Early Childhood Develepment Center,480 Stratford Rd,K,11218,917-652-4422
KCJX,1012214,182425,NYCEEC,Mohdc - Smart Start,533 Blake Ave,K,11207,718-915-3015
KCJY,984335,166178,NYCEEC,Angel ECDC,1436 67th St 1st Floor,K,11219,718-259-0888
KCJZ,993635,169229,NYCEEC,COPO Prek Program,1083 Coney Is Ave,K,11230,718-434-3266
KCKB,995969,198682,NYCEEC,Bushwick United Development Fund,243 South 2nd St,K,11211,718-443-0685
KCKC,1014150,175485,NYCEEC,Alpha Christian Academy,921 East 107th St,K,11236,718-272-0505
KCKG,1017056,185285,NYCEEC,Rockgate DCC 1,770 - 784 Glenmore Ave,K,11208,718-348-7414
KCKK,1005406,190355,NYCEEC,992 Gates Avenue,992 Gates Ave,K,11221,718-483-9553
KCKU,996885,162953,NYCEEC,Promise World Daycare,1968 Ocean Ave,K,11230,718-743-2828
KCKV,991088,174161,NYCEEC,Little Nest Preschool,511 Church Ave,K,11218,718-484-0033
KCKY,1001486,199184,NYCEEC,Queen Of The Rosary Catholic Academy,11 Catherine St,K,11211,718-388-7992
KCKZ,998531,149742,NYCEEC,"A2z Kidz Center, LLC",190 Exeter St,K,11235,718-758-7729
KCLC,994321,185652,NYCEEC,Sunny Skies Preschool,720 Washington Ave,K,11238,917-337-8003
KCLD,985524,173420,NYCEEC,Sunny Skies Prospect Corp.,969 43rd St,K,11219,718-372-4665
KCLE,1003647,174842,NYCEEC,"Faces Of The Future ELC, LLC",1080 Utica Ave,K,11203,718-618-0061
KCLF,1004738,178086,NYCEEC,"Ira's Daycare And Preschool Inc., III",900 Lenox Rd,K,11203,718-739-6500
KCLH,993304,153043,NYCEEC,Neshama Preschool,723 Ave Z,K,11223,917-804-8284
KCLI,987964,171682,NYCEEC,"Yeshivat Beth Hillel Of Krasna, Inc.",1360 42 St,K,11219,212-929-0839
KCLM,1011694,185198,NYCEEC,Trey Whitfield School,17 Hinsdale St,K,11207,718-342-7722
KCMA,984827,168692,NYCEEC,Seeds Of Unity,5816 13th Ave,K,11219,347-715-6545
KCME,1003343,183392,NYCEEC,Bka Utica,250 Utica Ave,K,11213,718-953-9011
KCMK,985804,181024,NYCEEC,"Brooklyn Treehouse Preeschool, Inc.",639 4th Ave,K,11232,718-499-1234
KCML,1000837,176492,NYCEEC,Bryan's Educational Center,3922 Church Ave,K,11203,718-282-6944
KCMN,991634,177650,NYCEEC,ECDC Kaleidoscope,165 Prospect Park Southwest,K,11218,917-652-4422
KCMT,1000382,190102,NYCEEC,Glorious And Gifted ECC Inc.,421 Throop Ave,K,11221,718-812-0426
KCMV,995544,151828,NYCEEC,ABC Plus,1018 Banner Ave #2,K,11235,347-702-6868
KCMZ,996395,161684,NYCEEC,Free Greek Community Of The Three Hierarchs,1720 Ave P,K,11229,718-339-0280
KCNA,998141,172469,NYCEEC,"The Friends Of Crown Heights Educational Centers, Inc.",2809 Newkirk Ave,K,11226,718-638-8686
KCNF,1003059,161147,NYCEEC,Itty Bitty Adventures Preschool,3416 Ave S,K,11234,718-375-4700
KCNH,981727,161849,NYCEEC,Kiddieprise - 1520 86th Street,1520 86th St,K,11228,718-232-1936
KCNK,993934,150819,NYCEEC,Learn And Explore,330 Neptune Ave,K,11235,718-513-3600
KCNN,989023,165054,NYCEEC,"Little Brilliant Minds, Inc.",5916 20th Ave,K,11204,718-234-6463
KCNP,983845,160708,NYCEEC,Little Sunshine Preschool,1815 85th St,K,11214,347-921-1815
KCNU,1013265,172204,NYCEEC,Learning Zone,1729 Rockaway Pkwy,K,11236,718-820-2442
KCNW,981992,168708,NYCEEC,Okie Dokie Day Care,1002 65th St,K,11219,646-261-0936
KCNY,985816,192521,NYCEEC,NY Preschool Brooklyn Heights,182 Henry St,K,11201,718-228-0800
KCNZ,990177,186542,NYCEEC,NY Preschool Park Slope,125 5th Ave,K,11217,718-228-0800
KCOG,998595,171354,NYCEEC,Stepz 2 Success CCC,1992 Nostrand Ave,K,11210,718-508-2199
KCOH,990640,169321,NYCEEC,Sweet Home DCC,927 Macdonald Ave,K,11218,718-871-4301
KCOI,977131,169485,NYCEEC,Treasure Island,347 74th St,K,11209,718-238-7676
KCOJ,998899,176369,NYCEEC,Candy Kid's DCC,3212 Church Ave,K,11226,718-287-6200
KCOL,983999,162711,NYCEEC,"Happy Scholars, Inc.",7806 New Utrecht Ave,K,11214,917-907-0183
KCOS,992646,174992,NYCEEC,Gated Academy,1019 Church Ave,K,11218,718-693-3699
KCOT,986197,179524,NYCEEC,"Giocare, LLC","279 23rd St, 1st Floor",K,11215,347-827-1372
KCOU,983195,171140,NYCEEC,My Sunshine Kids Inc.,928 55th St,K,11219,718-877-9833
KCOW,988502,159761,NYCEEC,Little Scholars Learning Center,52 Quentin Rd,K,11223,718-373-7046
KCOX,982011,165313,NYCEEC,Little Hands And Feet School,1270 Bay Rdg Pkwy,K,11228,718-680-5437
KCPC,995399,153981,NYCEEC,Wonder Land Pallc,1018 Ave Y,K,11235,718-332-0500
KCPD,987976,162301,NYCEEC,Little Sunshine Child Development,2102 70th St,K,11204,347-673-7239
KCPE,992545,150381,NYCEEC,Little Scholars II,448 Neptune Ave,K,11224,917-774-6505
KCPF,993251,149815,NYCEEC,Sarah Winner Daycare,2997 Ocean Pkwy,K,11235,917-804-8284
KCPK,995549,200403,NYCEEC,Chabad Of North Brooklyn,132 North 5 St,K,11249,718-388-0748
KCPL,998422,157212,NYCEEC,Brooklyn Star Daycare Inc.,2175 East 22 St,K,11229,718-934-0075
KCPM,998572,177733,NYCEEC,"High Definition Day Care, Inc.",337 Lenox Rd,K,11226,718-240-9300
KCPN,990117,176907,NYCEEC,One World Project - Brooklyn,302 Vanderbilt St,K,11218,212-929-0839
KCPO,978945,165235,NYCEEC,Redeemer St. John's Nursery School,939 83 St,K,11228,718-476-8030
KCPR,995143,151756,NYCEEC,Bam Bam's Playhouse,714 Banner Ave,K,11235,347-613-9475
KCPY,994744,151313,NYCEEC,Tiny Bumblebees,2848 Brighton 7 St,K,11235,718-975-3232
KCQB,996871,163066,NYCEEC,Imaginarium Child,1954 Ocean Ave,K,11230,917-689-3300
KCQE,999853,187459,NYCEEC,Stuyvesant Heights Day Care / New Vision One,69 Macdonough St,K,11216,718-783-5383
M001,984943,198898,DOE,P.S. 001 Alfred E Smith,8 Henry St,M,10038,212-267-4133
M002,986640,199073,DOE,P.S. 002 Meyer London,122 Henry St,M,10002,212-964-0350
M003,982537,206190,DOE,P.S. 003 Charrette School,490 Hudson St,M,10014,212-691-1183
M004,1000514,243409,DOE,P.S. 004 Duke Ellington,500 West 160 St,M,10032,212-928-0739
M005,1005727,252054,DOE,P.S. 005 Ellen Lurie,3703 Tenth Ave,M,10034,212-567-8109
M007,1001046,231035,DOE,P.S. 007 Samuel Stern,160 East 120 St,M,10035,212-860-5827
M008,1001794,245009,DOE,P.S. 008 Luis Belliard,465 West 167 St,M,10032,212-928-4364
M009,991527,225333,DOE,P.S. 009 Sarah Anderson,100 West 84 St,M,10024,212-678-2812
M011,984061,210431,DOE,P.S. 011 William T Harris,320 West 21 St,M,10011,212-929-1743
M015,990123,202281,DOE,P.S. 015 Roberto Clemente,333 East 4 St,M,10009,212-228-8730
M019,988634,205140,DOE,P.S. 019 Asher Levy,185 1 Ave,M,10003,212-533-5340
M020,988025,202056,DOE,P.S. 020 Anna Silver,166 Essex St,M,10002,212-254-9577
M028,1000300,242214,DOE,P.S. 028 Wright Brothers,475 West 155 St,M,10032,212-690-3014
M030,1002179,232850,DOE,P.S. 030 Hernandez / Hughes,144 - 176 East 128 St,M,10035,212-876-1825
M033,984209,212170,DOE,P.S. 033 Chelsea Prep,281 9 Ave,M,10001,212-244-6426
M034,991118,203875,DOE,P.S. 034 Franklin D Roosevelt,730 East 12 St,M,10009,212-228-4433
M036,996044,234601,DOE,P.S. 036 Margaret Douglas,123 Morningside Dr,M,10027,212-690-5807
M037,1003514,229670,DOE,River East Elementary,508 East 120 St,M,10035,212-348-2208
M038,999494,226582,DOE,P.S. 38 Roberto Clemente,232 East 103 St,M,10029,212-860-5882
M040,989288,207141,DOE,P.S. 040 Augustus St. - Gaudens,319 East 19 St,M,10003,212-475-5500
M041,984442,207285,DOE,P.S. 041 Greenwich Village,116 West 11 St,M,10011,212-675-2756
M042,986781,200151,DOE,P.S. 042 Benjamin Altman,71 Hester St,M,10002,212-226-8410
M046,1001975,242268,DOE,P.S. 046 Arthur Tappan,2987 Frederick Dgls Blvd,M,10039,212-360-1519
M048,1002580,250136,DOE,P.S. 048 P.O. Michael J Buczek,4360 - 78 Broadway,M,10033,917-521-3800
M051,985591,216656,DOE,P.S. 051 Elias Howe,525 West 44th St,M,10036,212-315-7160
M057,1000443,229798,DOE,James Weldon Johnson,176 East 115 St,M,10029,212-860-5812
M063,988036,203208,DOE,The Star Academy - Ps63,121 East 3 St,M,10009,212-674-3180
M064,989364,203121,DOE,P.S. 064 Robert Simon,600 East 6 St,M,10009,212-673-6510
M072,998767,227582,DOE,The Lexington Academy,131 East 104 St,M,10029,212-860-5831
M076,997726,233142,DOE,P.S. 076 A Philip Randolph,220 West 121 St,M,10027,212-678-2865
M083,1000188,228334,DOE,P.S. 083 Luis Munoz Rivera,219 East 109 St,M,10029,212-860-5847
M084,993059,226926,DOE,P.S. 084 Lillian Weber,32 West 92 St,M,10025,212-799-2534
M087,990406,224094,DOE,P.S. 087 William Sherman,160 West 78 St,M,10024,212-678-2826
M089,980448,200482,DOE,P.S. 89,201 Warren St,M,10282,212-571-5659
M092,999200,236265,DOE,P.S. 092 Mary McLeod Bethune,222 West 134 St,M,10030,212-690-5915
M096,1001519,230774,DOE,P.S. 096 Joseph Lanzetta,216 East 120 St,M,10035,212-860-5851
M098,1007005,255485,DOE,P.S. 098 Shorac Kappock,512 West 212 St,M,10034,212-927-7870
M102,1001261,228920,DOE,P.S. 102 Jacques Cartier,315 East 113 St,M,10029,212-860-5834
M108,998589,228939,DOE,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,1615 Madison Ave,M,10029,212-860-5803
M110,989803,199925,DOE,P.S. 110 Florence Nightingale,285 Delancy St,M,10002,212-674-2690
M111,987176,218312,DOE,P.S. 111 Adolph S Ochs,440 West 53 St,M,10019,212-582-7420
M112,1003557,229497,DOE,P.S. 112 Jose Celso Barbosa,535 East 119 St,M,10035,212-860-5868
M115,1002225,247606,DOE,P.S. 115 Alexander Humboldt,586 West 177 St,M,10033,212-927-9233
M116,990449,210502,DOE,P.S. 116 Mary Lindley Murray,210 East 33 St,M,10016,212-685-4366
M123,999649,238086,DOE,P.S. 123 Mahalia Jackson,301 West 140 St,M,10030,212-342-6200
M124,985508,199564,DOE,P.S. 124 Yung Wing,40 Division St,M,10002,212-966-7237
M125,996483,234615,DOE,P.S. 125 Ralph Bunche,425 West 123 St,M,10027,212-666-6400
M126,985099,198162,DOE,P.S. 126 Jacob August Riis,80 Catherine St,M,10038,212-962-2188
M128,1001154,245745,DOE,P.S. 128 Audubon,560 West 169 St,M,10032,212-927-0607
M129,997573,236146,DOE,P.S. 129 John H Finley,425 West 130 St,M,10027,212-690-5932
M130,984696,201108,DOE,P.S. 130 Hernando De Soto,143 Baxter St,M,10013,212-226-8072
M133,1000983,234251,DOE,P.S. 133 Fred R Moore,2121 5 Ave,M,10037,212-690-5936
M134,988696,199514,DOE,P.S. 134 Henrietta Szold,293 East Broadway,M,10002,212-673-4470
M137,988761,199522,DOE,P.S. 137 John L Bernstein,293 East Broadway,M,10002,646-602-2140
M140,988831,201263,DOE,P.S. 140 Nathan Straus,123 Rdg St,M,10002,212-677-4680
M142,988655,200914,DOE,P.S. 142 Amalia Castro,100 Attorney St,M,10002,212-598-3800
M145,993925,230396,DOE,The Bloomingdale Magnet School For Multimedia Communication,150 West 105 St,M,10025,212-678-2857
M146,1001170,226970,DOE,P.S. 146 Ann M Short,421 East 106 St,M,10029,212-860-5877
M149,998595,231664,DOE,P.S. 149 Sojourner Truth,41 West 117 St,M,10026,646-672-9020
M150,981231,200964,DOE,P.S. 150,334 Greenwich St,M,10013,212-732-4392
M152,1004217,252658,DOE,P.S. 152 Dyckman Valley,93 Nagle Ave,M,10040,212-567-5456
M153,998861,240339,DOE,P.S. 153 Adam Clayton Powell,1750 Amsterdam Ave,M,10031,212-927-8611
M154,998368,234654,DOE,P.S. 154 Harriet Tubman,250 West 127 St,M,10027,212-864-2400
M155,1001872,229830,DOE,P.S. 155 William Paca,319 East 117 St,M,10035,212-860-5885
M158,997867,219948,DOE,P.S. 158 Bayard Taylor,1458 York Ave,M,10075,212-744-6562
M163,992914,228816,DOE,P.S. 163 Alfred E Smith,163 West 97 St,M,10025,212-678-2854
M165,993633,231720,DOE,P.S. 165 Robert E Simon,234 West 109 St,M,10025,212-678-2873
M168,998441,228534,CHARTER,East Harlem Scholars Academy Charter School II Pre - Kindergarten,1573 Madison Ave,M,10029,212-348-2518
M171,997631,227925,DOE,P.S. 171 Patrick Henry,19 East 103 St,M,10029,212-860-5801
M173,1000806,247304,DOE,P.S. 173,306 Ft Washington Ave,M,10033,212-927-7850
M175,1000052,235962,DOE,P.S. 175 Henry H Garnet,175 West 134 St,M,10030,212-283-0426
M180,996478,233557,DOE,P.S. 180 Hugo Newman,370 West 120 St,M,10027,212-678-2849
M184,988196,198439,DOE,P.S. 184m Shuang Wen,327 Cherry St,M,10002,212-602-9700
M185,998288,230122,DOE,P.S. 185 - The Early Childhood Discovery And Design Magnet School,20 West 112 St,M,10026,212-534-7490
M188,990502,201596,DOE,P.S. 188 The Island School,442 East Houston St,M,10002,212-677-5710
M189,1004220,250030,DOE,P.S. 189,2580 Amsterdam Ave,M,10040,212-927-8303
M191,987709,220465,DOE,"The Museum Magnet School For Inquiry, Innovation And Imagination",210 West 61 St,M,10023,212-757-4343
M192,997451,238317,DOE,P.S. 192 Jacob H Schiff,500 West 138 St,M,10031,212-281-8395
M194,1000558,238536,DOE,P.S. 194 Countee Cullen,244 West 144 St,M,10030,212-690-5954
M197,1001532,235595,DOE,P.S. 197 John B Russwurm,2230 5 Ave,M,10037,212-690-5960
M198,998132,225290,DOE,P.S. 198 Isador E Ida Straus,1700 3 Ave,M,10128,212-289-3702
M200,1001827,239609,DOE,P.S. 200 - The James Mccune Smith School,2589 7 Ave,M,10039,212-491-6636
M210,999569,241664,DOE,P.S. / I.S. 210 - Twenty - First Century Academy For Community Leadership,501 - 503 West 152 St,M,10031,212-283-0012
M212,987389,216710,DOE,P.S. 212 Midtown West,328 West 48 St,M,10036,212-247-0208
M217,998580,217620,DOE,P.S. / I.S. 217 Roosevelt Island,645 Main St,M,10044,212-980-0294
M225,995464,218123,DOE,Ella Baker School,317 East 67 St,M,10065,212-717-8809
M242,998487,233036,DOE,P.S. 242 - The Young Diplomats Magnet Academy,134 West 122 St,M,10027,212-678-2908
M267,994290,217558,DOE,"East Side Elementary School, P.S. 267",213 East 63rd St,M,10065,212-888-7848
M281,991859,210480,DOE,The River School,425 East 35th St,M,10016,212-251-6640
M315,990187,204415,DOE,The East Village Community School,610 East 12 St,M,10009,212-982-0682
M325,997417,238334,DOE,P.S. 325,500 West 138 St,M,10031,212-234-1335
M329,998169,230183,CHARTER,Harlem Link Charter School Pre - Kindergarten,20 West 112 St,M,10026,212-289-3249
M340,985552,208488,DOE,Sixth Avenue Elementary School,590 Sixth Ave,M,10011,718-935-3440
M343,982765,199173,DOE,The Peck Slip School,1 Peck Slip,M,10038,212-346-5210
M348,1003333,248666,DOE,Washington Heights Expeditionary Learning School,511 West 182nd St,M,10033,212-781-0524
M351,998666,231764,CHARTER,Success Academy Charter School - Harlem 1 Pre - Kindergarten,34 West 118 St,M,10026,646-277-7170
M361,990267,204367,DOE,The Children's Workshop School,610 East 12 St,M,10009,212-614-9531
M363,988085,203178,DOE,Neighborhood School,121 East 3 St,M,10009,212-387-0195
M364,989435,203081,DOE,Earth School,600 East 6 St,M,10009,212-477-1735
M366,1005984,254644,DOE,Washington Heights Academy,202 Sherman Ave,M,10034,212-304-3320
M375,999640,229213,DOE,Mosaic Preparatory Academy,141 East 111 St,M,10029,212-722-3109
M382,1000576,225463,CHARTER,Dream Charter School,433 East 100 St,M,10029,212-722-0232
M397,982696,198290,DOE,Spruce Street School,12 Spruce St,M,10018,212-266-4800
M497,998390,228427,DOE,Central Park East I,1573 Madison Ave,M,10029,212-860-5821
M513,1001271,245593,DOE,Castle Bridge School,560 West 169 St,M,10032,212-740-4701
M517,997119,235303,DOE,Teachers College Community School,168 Morningside Ave,M,10027,212-316-8080
M964,997653,227966,DOE,Central Park East II,19 East 103 St,M,10029,212-860-5992
MAAY,993688,231494,NYCEEC,Ascension School,220 West 108 St,M,10025,212-222-5161
MABK,998519,222262,NYCEEC,Cassidy's Place,419 East 86th St,M,10028,212-845-3821
MABT,1001502,233529,NYCEEC,"Storefront Academy Harlem, The",70 East 129th St,M,10035,212-427-7900
MACU,995106,234772,NYCEEC,Corpus Christi,535 West 121st St,M,10027,212-662-9344
MADL,1006162,255963,NYCEEC,Good Shepherd School,620 Isham St,M,10034,212-567-5800
MADO,982837,211367,NYCEEC,Guardian Angel,193 10th Ave,M,10011,212-989-8280
MAED,989155,205415,NYCEEC,Immaculate Conception School,419 East 13th St,M,10009,212-475-2590
MAEE,1001948,247113,NYCEEC,Incarnation School,570 West 175th St,M,10033,212-795-1030
MAFQ,1004154,253977,NYCEEC,Our Lady Queen Of Martyrs School,71 Arden St,M,10040,212-567-3190
MAFV,1002207,250051,NYCEEC,Yeshiva Rabbi Samson Raphael Hirsch,85 - 93 Bennett Ave,M,10033,212-568-6200
MAGN,1000920,228073,NYCEEC,St. Ann School,314 East 110th St,M,10029,212-722-1295
MAGR,989603,203419,NYCEEC,St. Brigid School,185 East 7th St,M,10009,212-677-5210
MAGT,1000421,238025,NYCEEC,St. Charles Borromeo,214 West 142nd St,M,10030,212-368-6666
MAGZ,991922,226986,NYCEEC,St. Gregory The Great School,138 West 90th St,M,10024,212-362-5410
MAHP,1000441,230785,NYCEEC,St. Paul School,114 East 118th St,M,10035,212-534-0619
MAHQ,1000946,244493,NYCEEC,St. Rose Of Lima School,517 West 164th St,M,10032,212-927-1619
MALF,1001937,242787,NYCEEC,Prince Hall Colonial Park DCC,159 - 30 Harlem Riv Dr,M,10039,212-281-1444
MAMQ,995962,218726,NYCEEC,Lenox Hill Neighborhood House,331 East 70th St,M,10021,212-218-0406
MAMZ,987731,211724,NYCEEC,Manhattan Nursery School,38 West 32nd St Suite 306,M,10001,212-631-0543
MANG,990780,207539,NYCEEC,Imagine ELC At Vets Kids,423 East 23 St,M,10010,212-951-3435
MANH,997285,226159,NYCEEC,Imagine ELC @ East 97th Street,60 - 62 East 97th St,M,10029,212-410-2077
MANJ,986761,210694,NYCEEC,Ivy League Early Learning Academy,776 Ave Of The Americas,M,10001,212-683-5545
MANK,998331,235703,NYCEEC,"Urban Concepts Of NY - Round The Clock Nursery, Inc.",301 West 130th St,M,10027,212-694-0615
MANM,999464,234496,NYCEEC,West Harlem Earlylearn,121 West 128th St,M,10027,212-665-7586
MANY,1003763,252645,NYCEEC,YM & YWHA Of Washington Heights And Inwood,54 Nagle Ave,M,10040,212-569-6200
MAOM,1000111,238365,NYCEEC,Children's Aid Society Drew Hamilton ECC,2672 Frederick Douglass Blvd,M,10030,212-281-9555
MAON,1000124,229505,NYCEEC,Union Johnson Early Childhood Programs,1829 Lexington Ave,M,10029,212-828-6028
MAOZ,990494,201989,NYCEEC,Educational Alliance - Lillian Wald,34 Ave D,M,10009,646-395-4218
MAPD,1001586,242065,NYCEEC,ESS Morningside,2967 Frederick Douglas Blvd,M,10039,212-281-4142
MAPH,999773,227649,NYCEEC,East Harlem Block Nursery 1,215 East 106th St,M,10029,212-427-2571
MAPL,979573,197802,NYCEEC,Battery Park City Day Nursery,215 South End Ave,M,10280,212-945-0088
MAPM,984993,198569,NYCEEC,Hamilton Madison House Earlylearn Center 2,60 Catherine St,M,10038,212-962-3408
MAPW,999755,227071,NYCEEC,Leggett Memorial,237 East 104th St,M,10029,212-828-6051
MAPY,987367,200459,NYCEEC,Grand St. Settlement Dual Center #1,60 Essex St,M,10002,212-677-6990
MAQA,991269,203061,NYCEEC,Virginia Day Nursery,464 East 10th St,M,10009,212-228-5220
MAQG,984548,214046,NYCEEC,Gramercy School,460 West 34th St 2nd Floor,M,10001,212-420-0510
MAQH,991209,225238,NYCEEC,Goddard Riverside Preschool @ W83rd 2,128 West 83rd St,M,10024,212-877-7780
MAQI,991571,226415,NYCEEC,Child Center Of NY,169 West 87th St,M,10024,212-799-2440
MAQL,992097,225040,NYCEEC,Goddard Riverside DCC @ West 84th St. 3,26 West 84th St,M,10024,212-799-2369
MAQM,1001671,228791,NYCEEC,Dawning Village Too,2211 First Ave,M,10029,212-369-5313
MAQR,1001756,244508,NYCEEC,"Rena Child Care Centers, Inc.",639 Edgecombe Ave,M,10032,212-795-4444
MAQT,998272,228245,NYCEEC,Union Carver Early Childhood Program,1565 Madison Ave,M,10029,212-828-6079
MARB,1001832,238481,NYCEEC,LSSMNY : Early Life Children's Center 11,110 West 146th St,M,10039,646-478-7949
MARD,996361,235041,NYCEEC,Grant DCC,1299 Amsterdam Ave,M,10027,212-666-6000
MARH,1000966,239259,NYCEEC,LSSMNY : Early Life Children's Center 13,218 West 147th St,M,10039,646-360-4093
MARJ,1001612,237905,NYCEEC,Graham Windham DCC,669 Lenox Ave,M,10037,212-491-8501
MASA,1002112,232470,NYCEEC,Addie Mae Collins 3,2322 Third Ave,M,10035,212-831-3144
MASH,1005683,252665,NYCEEC,Friends Of Crown Heights DCC #28,3732 10th Ave,M,10034,212-567-5655
MASJ,999028,231563,NYCEEC,Children's Aid Society Milbank Early Childhood Program,14 - 32 West 118th St,M,10026,212-996-1716
MASK,998287,226796,NYCEEC,East Harlem Center,130 East 101st St,M,10029,212-348-2343
MASL,983806,212366,NYCEEC,Hudson Guild Children's Center I,441 West 26th St,M,10001,212-760-9830
MASN,1001880,231331,NYCEEC,Community Life Center 1,221 East 122 St,M,10035,212-427-6800
MASP,993216,227730,NYCEEC,Goddard Riverside Head Start Center @ W 95th St. 4,70 West 95th St,M,10025,212-873-6865
MASU,986866,198046,NYCEEC,Hamilton Madison House Earlylearn Center 5,253 South St,M,10002,212-962-3408
MASV,1000822,226583,NYCEEC,Scan Laguardia House Nursery,414 - 416 East 105th St,M,10029,212-722-7441
MASX,1000957,231682,NYCEEC,Pequenos Souls DCC,114 East 122nd St,M,10035,212-427-7644
MATA,990621,201149,NYCEEC,Henry Street Settlement Family School,110 - 120 Baruch Dr,M,10002,212-614-0537
MATB,999123,230185,NYCEEC,Children's Aid Society Taft ECC,1724 - 26 Madison Ave,M,10029,212-831-0556
MATI,1001924,234193,NYCEEC,LSSMNY : Early Life Children's Center 12,1951 Park Ave,M,10037,212-933-1815
MATK,989069,203159,NYCEEC,Bank Street Head Start,535 East 5th St,M,10009,212-353-2532
MATL,985424,199410,NYCEEC,"Chinatown DCC, Inc.",35 Division St,M,10002,212-431-3845
MATM,985448,201798,NYCEEC,Chinese Community Concerns Corp.,180 Mott St,M,10012,212-226-5000
MATO,989929,200699,NYCEEC,Dewitt Reformed Church Head Start,280 Rivington St,M,10002,212-254-3070
MATP,998451,240013,NYCEEC,LSSMNY : Early Life Childrens Center 14,510 - 16 West 145th St,M,10031,646-449-0814
MATQ,988477,202038,NYCEEC,Escuela Hispana Montessori 2,180 Suffolk St,M,10002,212-982-6650
MATU,989985,200326,NYCEEC,Grand St. Settlement Head Start Center,294 Delancey St,M,10002,212-777-0656
MAUA,987466,199403,NYCEEC,Education Alliance - East Broadway,197 East Broadway,M,10002,646-395-4218
MAUB,986871,201792,NYCEEC,University Settlement ECC,184 Eldridge St,M,10002,212-453-4584
MAUC,990176,200359,NYCEEC,Grand St. Settlement,300 Delancey St,M,10002,212-228-8240
MAUE,990973,202812,NYCEEC,Cpc Jacob Riis CCC,108 Ave D,M,10009,212-533-9138
MAUH,990893,208696,NYCEEC,Bellevue - Educare Childcare Center,462 First Ave,M,10016,212-679-2393
MAUJ,1000605,225535,NYCEEC,Children's Aid At P.S. 50,433 East 100th St,M,10029,646-627-7448
MAUK,1004166,252638,NYCEEC,Children's Aid Society,93 Nagle Ave,M,10040,212-544-0221
MAUL,980877,200632,NYCEEC,BMCC ECC,199 Chambers St,M,10013,212-220-8251
MAUM,984303,200605,NYCEEC,Chung Pak DCC,"125 Walker St, 3rd Floor",M,10013,212-343-9630
MAUN,999233,223841,NYCEEC,Eisman Day Nursery,1794 First Ave,M,10128,212-876-9200
MAUP,983594,212372,NYCEEC,Hudson Guild Children's Center,459 West 26th St,M,10001,212-760-9830
MAUQ,992832,217190,NYCEEC,Lighthouse CDC,111 East 59th St,M,10022,212-821-9600
MAUR,990161,202261,NYCEEC,Educational Alliance - P.S. 15,333 East 4th St,M,10009,646-395-4218
MAUT,986567,219268,NYCEEC,YWCA - NYC Polly Dodge ELC,538 West 55th St,M,10019,212-757-2047
MAUU,985945,201108,NYCEEC,Garment Industry DCC,115 Chrystie St,M,10002,212-219-2286
MAUW,985811,198204,NYCEEC,Hamilton Madison House Earlylearn Center 4,77 Market St,M,10002,212-962-3408
